-0.010371,-0.0077402,-0.0092227,3
-0.028201,-0.0064144,0.037989,3
-0.02551,-0.0076199,0.045205,3
-0.027036,-0.008508399999999999,0.016319,3
-0.048464,-0.0078732,-0.023268,3
-0.03346,-0.00012508,-0.033602,3
0.012957,0.0071449,-0.038553,3
0.023192,0.0016764,-0.044579,3
-0.05606,0.0019506,-0.04664,3
-0.092679,0.0080143,-0.026495,3
-0.056985,0.0063532,0.014426,3
-0.015157,0.0075944,0.03903,3
0.11269,0.0056697,0.037425,3
0.16271,-7.32e-05,0.013937,3
0.043254,-0.0044368,0.010057,3
0.042616,-0.0057801,0.020769,3
-0.034395,-0.011435,0.015046,3
-0.13201,-0.023402,0.013764,3
-0.13095,-0.022177,0.01906,3
-0.087953,-0.0063403,0.06650399999999999,3
-0.054929,0.0051481,0.1016,3
-0.035885,0.015109,0.059076,3
-0.010484,0.029996,0.062901,3
0.007898000000000001,0.020623,0.09653299999999999,3
0.20177,0.0033176,0.035303,3
0.3024,-0.0041348,-0.069746,3
0.11918,-0.006827,-0.14376,3
-0.084062,-0.0048725,-0.1441,3
-0.2341,-0.0048245,0.051461,3
-0.16156,0.005339,0.17585,3
-0.086302,0.016132,0.045527,3
0.0072486,0.023745,-0.034656,3
0.24694,0.029103,-0.031479,3
0.22143,0.021133,-0.013134,3
0.014066,0.010011,0.061861,3
-0.055352,0.0049979,0.09331399999999999,3
0.0056325,-0.00088681,0.10377,3
0.056052,-0.009367500000000001,0.097084,3
-0.024506,-0.0060477,0.0098665,3
-0.067299,-0.0060479,-0.043632,3
-0.027203,-0.0031884,-0.013976,3
-0.041428,0.0039503,-0.002689,3
0.060122,-0.0080877,-0.04032,3
0.13509,-0.025417,-0.027856,3
0.012427,-0.013183,-0.054723,3
-0.069605,0.0063971,-0.057207,3
-0.056742,-0.0019151,0.026276,3
0.0044378,-0.012601,0.081083,3
0.15714,0.010662,0.059686,3
0.29415,0.015448,-0.17627,3
0.11374,-0.015813,-0.32098,3
-0.31388,-0.031087,-0.23777,3
-0.33635,-0.025301,-0.09837,3
0.064986,-0.0077408,-0.02482,3
0.26178,-0.0045425,0.045885,3
0.20008,-0.010917,0.10749,3
0.17625,0.0015974,-0.047204,3
0.028439,0.0095989,-0.13514,3
-0.11491,-0.0036815,-0.06876500000000001,3
-0.27393,-0.017668,0.033829,3
-0.26933,-0.012431,0.13584,3
-0.020279,0.0031683,0.15845,3
0.039858,0.0041308,0.10703,3
0.038875,-0.0029219,0.05785,3
0.044563,-0.012519,0.038743,3
-0.013147,-0.0028584,0.050014,3
-0.1845,0.017481,0.062048,3
-0.24469,0.016682,-0.036522,3
-0.10396,0.0080003,-0.11076,3
0.069714,0.010115,-0.072937,3
0.15151,0.035305,-0.14631,3
-0.058571,0.022269,-0.024028,3
-0.18917,-0.008683400000000001,0.24995,3
-0.06999,-0.016097,0.22452,3
-0.12424,-0.0050456,0.078668,3
-0.071993,0.0070673,-0.031701,3
0.26766,-0.004489,-0.17037,3
0.19216,-0.0052308,-0.18681,3
-0.20089,-0.0023026,-0.00868,3
-0.25918,-0.020469,0.16657,3
-0.1004,-0.027167,0.15284,3
-0.037924,-0.00035492,0.088521,3
0.096729,0.019639,0.06333,3
0.36395,0.010955,-0.026894,3
0.24341,-0.028309,-0.016952,3
-0.070173,-0.046696,0.038765,3
-0.13943,-0.0056582,0.026043,3
-0.071935,0.014126,-0.018844,3
0.064332,0.016946,-0.11406,3
0.19202,0.038706,-0.18385,3
0.14021,0.013714,-0.047848,3
0.0010427,-0.008595,0.091505,3
0.0069989,0.02106,-0.052847,3
0.13218,0.06237,-0.19687,3
